year,college_code,college_name,district,college_type,branch_code,branch_name,cutoff_oc,cutoff_bc,cutoff_bcm,cutoff_mbc,cutoff_sc,cutoff_sca,cutoff_st,cutoff_oc_partial,cutoff_bc_partial,cutoff_bcm_partial,cutoff_mbc_partial,cutoff_sc_partial,cutoff_sca_partial,cutoff_st_partial,rank_oc,rank_bc,rank_bcm,rank_mbc,rank_sc,rank_sca,rank_st,rank_oc_partial,rank_bc_partial,rank_bcm_partial,rank_mbc_partial,rank_sc_partial,rank_sca_partial,rank_st_partial
2021,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,BY,BIO MEDICAL ENGINEERING (SS),195.0,194.0,193.5,194.775,189.0,182.5,181.0,0,0,0,0,0,0,0,1248.0,1998.0,2390.0,1420.0,8937.0,22463.0,26147.0,0,0,0,0,0,0,0
2021,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,CE,Civil Engineering,193.5,192.685,190.5,193.33,190.0,182.0,174.635,0,0,0,0,0,0,0,2326.0,3227.0,6363.0,2527.0,7316.0,23541.0,43295.0,0,0,0,0,0,0,0
2021,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,CM,COMPUTER SCIENCE AND ENGINEERING (SS),198.0,197.666666666666,196.375,197.5,193.0,192.06,190.815,0,0,0,0,0,0,0,175.0,260.0,631.0,312.0,2940.0,3853.0,5838.0,0,0,0,0,0,0,0
2021,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,CS,Computer Science and Engineering,199.0,198.12,197.02,198.625,196.5,193.935,192.165,0,0,0,0,0,0,0,29.0,111.0,388.0,67.0,551.0,2101.0,3779.0,0,0,0,0,0,0,0
2021,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,197.99,197.333333333333,196.0,197.13,194.35,192.0,192.5,0,0,0,0,0,0,0,218.0,332.0,789.0,368.0,1680.0,4067.0,3514.0,0,0,0,0,0,0,0
2021,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,EE,Electrical and Electronics Engineering,195.995,195.0,193.825,195.459999999999,191.0,190.385,191.0,0,0,0,0,0,0,0,809.0,1297.0,2153.0,1046.0,5615.0,6509.0,5534.0,0,0,0,0,0,0,0
2021,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),196.575,196.0,195.855,196.0,192.184999999999,189.01,187.5,0,0,0,0,0,0,0,540.0,722.0,853.0,724.0,3760.0,8916.0,11789.0,0,0,0,0,0,0,0
2021,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,GI,GEO INFORMATICS,193.15,192.0,191.965,193.079999999999,188.0,182.295,,0,0,0,0,0,0,0,2648.0,3961.0,4374.0,2693.0,10811.0,22902.0,,0,0,0,0,0,0,0
2021,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,IE,INDUSTRIAL ENGINEERING,192.0,191.42,190.3,191.5,187.065,179.815,,0,0,0,0,0,0,0,3983.0,5004.0,6580.0,4896.0,12535.0,29151.0,,0,0,0,0,0,0,0
2021,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,IM,INFORMATION TECHNOLOGY (SS),197.0,196.0,194.4,195.825,191.5,189.145,192.44,0,0,0,0,0,0,0,470.0,720.0,1661.0,856.0,4894.0,8754.0,3569.0,0,0,0,0,0,0,0
2021,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,MA,MATERIAL SCIENCE AND ENGINEERING (SS),192.0,190.755,188.065,190.86,184.92,171.625,,0,0,0,0,0,0,0,4125.0,5897.0,10642.0,5806.0,16965.0,52089.0,,0,0,0,0,0,0,0
2021,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,ME,Mechanical Engineering,194.615,193.5,193.0,193.54,188.255,186.529999999999,181.065,0,0,0,0,0,0,0,1493.0,2398.0,2896.0,2293.0,10380.0,13573.0,25853.0,0,0,0,0,0,0,0
2021,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,MI,MINING ENGINEERING,190.515,188.44,188.795,187.47,183.655,174.12,,0,0,0,0,0,0,0,6153.0,10139.0,9460.0,11969.0,19668.0,44774.0,,0,0,0,0,0,0,0
2021,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,MN,MANUFACTURING ENGINEERING,191.355,190.0,186.82,191.0,185.65,184.78,172.9,0,0,0,0,0,0,0,5064.0,7088.0,13132.0,5666.0,15353.0,17201.0,48416.0,0,0,0,0,0,0,0
2021,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,PT,Printing and Packing Technology,189.75,187.5,185.0,187.875,183.359999999999,177.19,,0,0,0,0,0,0,0,7762.0,11815.0,16817.0,11168.0,20410.0,36074.0,,0,0,0,0,0,0,0
2021,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,XC,CIVIL ENGINEERING (TAMIL MEDIUM),187.035,181.769999999999,177.845,182.305,176.89,173.03,,0,0,0,0,0,0,0,12591.0,24175.0,34308.0,22879.0,36973.0,47907.0,,0,0,0,0,0,0,0
2021,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),184.44,182.5,182.385,,177.109999999999,175.585,,0,0,0,0,0,0,0,18045.0,22322.0,22709.0,,36264.0,40564.0,,0,0,0,0,0,0,0
2021,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,AP,APPAREL TECHNOLOGY (SS),186.5,182.5,179.315,184.725,174.715,168.46,,0,0,0,0,0,0,0,13645.0,22334.0,30537.0,17325.0,43062.0,61533.0,,0,0,0,0,0,0,0
2021,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,CH,CHEMICAL ENGINEERING,193.68,192.0,,193.385,187.495,180.415,188.0,0,0,0,0,0,0,0,2223.0,4117.0,,2494.0,11931.0,27624.0,10991.0,0,0,0,0,0,0,0
2021,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,CL,CHEMICAL ENGINEERING (SS),191.735,190.67,188.5,191.5,184.715,,171.39,0,0,0,0,0,0,0,4534.0,5976.0,9973.0,4898.0,17334.0,,52866.0,0,0,0,0,0,0,0
2021,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,CR,CERAMIC TECHNOLOGY (SS),185.585,182.61,183.5,181.925,175.5,161.835,,0,0,0,0,0,0,0,15446.0,22104.0,19992.0,23826.0,40824.0,81005.0,,0,0,0,0,0,0,0
2021,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,FS,FOOD TECHNOLOGY (SS),191.735,190.769999999999,189.42,,184.685,181.935,,0,0,0,0,0,0,0,4535.0,5880.0,8418.0,,17392.0,23813.0,,0,0,0,0,0,0,0
2021,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,IB,INDUSTRIAL BIO TECHNOLOGY,195.5,193.834999999999,192.0,,188.45,184.035,,0,0,0,0,0,0,0,1010.0,2148.0,3981.0,,10124.0,18797.0,,0,0,0,0,0,0,0
2021,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,IS,INDUSTRIAL BIO TECHNOLOGY (SS),194.0,193.385,190.5,190.0,186.56,177.69,,0,0,0,0,0,0,0,1877.0,2493.0,6394.0,7103.0,13535.0,34688.0,,0,0,0,0,0,0,0
2021,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,LE,LEATHER TECHNOLOGY,185.155,182.3,181.89,181.35,178.385,177.01,163.0,0,0,0,0,0,0,0,16382.0,22881.0,23928.0,25236.0,32867.0,36502.0,77574.0,0,0,0,0,0,0,0
2021,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,PM,PHARMACEUTICAL TECHNOLOGY (SS),190.5,189.0,187.83,187.545,183.385,174.975,168.935,0,0,0,0,0,0,0,6295.0,9111.0,11238.0,11619.0,20362.0,42403.0,60120.0,0,0,0,0,0,0,0
2021,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,PP,PETROLEUM ENGINEERING AND TECHNOLOGY (SS),187.435,186.275,186.24,184.5,182.065,173.535,,0,0,0,0,0,0,0,12021.0,14158.0,14203.0,17887.0,23374.0,46392.0,,0,0,0,0,0,0,0
2021,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CHENNAI,CEG DEPTS,TX,TEXTILE TECHNOLOGY,185.959999999999,184.0,182.25,184.3,178.734999999999,168.075,161.65,0,0,0,0,0,0,0,14856.0,18871.0,22985.0,18279.0,31952.0,62594.0,81510.0,0,0,0,0,0,0,0
2021,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CHENGALPET,CEG DEPTS,AE,AERONAUTICAL ENGINEERING,195.584999999999,194.0,193.0,194.22,190.0,187.339999999999,,0,0,0,0,0,0,0,948.0,1898.0,2827.0,1770.0,7479.0,12147.0,,0,0,0,0,0,0,0
2021,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CHENGALPET,CEG DEPTS,AU,AUTOMOBILE ENGINEERING,191.815,190.0,189.825,,186.32,176.5,175.925,0,0,0,0,0,0,0,4478.0,6926.0,7685.0,,14098.0,38061.0,39708.0,0,0,0,0,0,0,0
2021,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CHENGALPET,CEG DEPTS,CM,COMPUTER SCIENCE AND ENGINEERING (SS),196.5,196.01,194.385,195.955,191.5,188.57,187.5,0,0,0,0,0,0,0,580.0,709.0,1669.0,825.0,4816.0,9750.0,11738.0,0,0,0,0,0,0,0
2021,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CHENGALPET,CEG DEPTS,CS,Computer Science and Engineering,197.175,196.825,195.095,197.155,192.5,193.26,,0,0,0,0,0,0,0,362.0,493.0,1170.0,364.0,3466.0,2563.0,,0,0,0,0,0,0,0
2021,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CHENGALPET,CEG DEPTS,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,196.0,195.515,193.9,,192.0,190.865,186.0,0,0,0,0,0,0,0,795.0,970.0,2117.0,,4290.0,5798.0,14670.0,0,0,0,0,0,0,0
2021,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CHENGALPET,CEG DEPTS,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,194.515,194.0,193.135,194.23,189.79,182.295,183.495,0,0,0,0,0,0,0,1528.0,2048.0,2657.0,1759.0,7729.0,22906.0,20157.0,0,0,0,0,0,0,0
2021,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CHENGALPET,CEG DEPTS,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),195.35,195.0,193.525,195.13,190.25,,185.255,0,0,0,0,0,0,0,1084.0,1268.0,2300.0,1163.0,6638.0,,16224.0,0,0,0,0,0,0,0
2021,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CHENGALPET,CEG DEPTS,IM,INFORMATION TECHNOLOGY (SS),195.585,195.024999999999,193.864999999999,195.3,190.36,187.505,,0,0,0,0,0,0,0,949.0,1203.0,2135.0,1111.0,6522.0,11666.0,,0,0,0,0,0,0,0
2021,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CHENGALPET,CEG DEPTS,MF,MECHANICAL ENGINEERING (SS),193.0,192.5,191.0,193.0,186.5,185.275,175.545,0,0,0,0,0,0,0,2788.0,3424.0,5650.0,2815.0,13788.0,16180.0,40695.0,0,0,0,0,0,0,0
2021,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CHENGALPET,CEG DEPTS,PR,PRODUCTION ENGINEERING,191.0,189.715,188.5,188.625,184.57,178.815,,0,0,0,0,0,0,0,5439.0,7819.0,9891.0,9677.0,17608.0,31757.0,,0,0,0,0,0,0,0
2021,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CHENGALPET,CEG DEPTS,RP,RUBBER AND PLASTIC TECHNOLOGY,188.265,186.0,184.109999999999,184.925,181.0,173.505,,0,0,0,0,0,0,0,10371.0,14615.0,18645.0,16953.0,26040.0,46483.0,,0,0,0,0,0,0,0
2021,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CUDDALORE,ANNAMALAI UNIV,AM,Computer Science and Engineering (AI and Machine Learning),182.46,174.535,171.92,180.32,166.925,,141.54,0,0,0,0,0,0,0,22558.0,43553.0,51289.0,27827.0,66160.0,,121693.0,0,0,0,0,0,0,0
2021,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CUDDALORE,ANNAMALAI UNIV,CE,Civil Engineering,169.055,152.49,102.75,155.19,159.755,,,0,0,0,0,0,0,0,59663.0,104057.0,135661.0,98041.0,86702.0,,,0,0,0,0,0,0,0
2021,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CUDDALORE,ANNAMALAI UNIV,CF,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),176.955,172.32,169.715,176.359999999999,165.265,129.0,159.11,0,0,0,0,0,0,0,36812.0,50068.0,57766.0,38443.0,71073.0,131136.0,88284.0,0,0,0,0,0,0,0
2021,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CUDDALORE,ANNAMALAI UNIV,CH,CHEMICAL ENGINEERING,168.255,149.7,140.55,155.89,153.405,166.55,137.365,0,0,1,0,0,1,0,62088.0,109523.0,122749.0,96508.0,102155.0,67151.0,125951.0,0,0,1,0,0,1,0
2021,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CUDDALORE,ANNAMALAI UNIV,CS,Computer Science and Engineering,184.185,176.11,176.935,179.725,167.965,161.405,163.32,0,0,0,0,0,0,0,18507.0,39067.0,36860.0,29395.0,63034.0,82263.0,76646.0,0,0,0,0,0,0,0
2021,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CUDDALORE,ANNAMALAI UNIV,CZ,CIVIL AND STRUCTUTURAL ENGINEERING,157.185,121.0,143.9,144.0,150.44,155.02,,0,1,1,0,0,1,0,93237.0,133831.0,118810.0,118581.0,108128.0,98433.0,,0,1,1,0,0,1,0
2021,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CUDDALORE,ANNAMALAI UNIV,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,177.3,172.065,167.5,167.5,167.205,126.67,,0,0,0,0,0,1,0,35791.0,50748.0,64371.0,64323.0,65214.0,132060.0,,0,0,0,0,0,1,0
2021,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CUDDALORE,ANNAMALAI UNIV,EE,Electrical and Electronics Engineering,170.25,161.075,162.49,159.615,157.23,145.86,,0,0,0,0,0,1,0,56154.0,82988.0,79172.0,87036.0,93124.0,115990.0,,0,0,0,0,0,1,0
2021,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CUDDALORE,ANNAMALAI UNIV,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,164.055,157.22,154.0,,152.25,,,0,0,1,0,0,0,0,74499.0,93147.0,100909.0,,104536.0,,,0,0,1,0,0,0,0
2021,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CUDDALORE,ANNAMALAI UNIV,IT,INFORMATION TECHNOLOGY,180.165,174.5,168.135,176.09,167.46,112.5,102.5,0,0,0,0,0,0,0,28145.0,43648.0,62435.0,39138.0,64527.0,135042.0,135670.0,0,0,0,0,0,0,0
2021,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CUDDALORE,ANNAMALAI UNIV,ME,Mechanical Engineering,160.58,122.99,142.275,136.425,153.45,,,0,0,0,0,0,0,0,84362.0,130332.0,120870.0,126704.0,102080.0,,,0,0,0,0,0,0,0
2021,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CUDDALORE,ANNAMALAI UNIV,MM,MECHANICAL ENGINEERING (MANUFACTURING),153.47,111.0,149.33,,145.5,,,0,1,1,0,0,0,0,102039.0,135182.0,110220.0,,116517.0,,,0,1,1,0,0,0,0
2021,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",VILUPPURAM,UNIV CONSTITUENT COLLEGES,CS,Computer Science and Engineering,182.32,175.845,179.295,174.495,169.78,157.24,,0,0,0,0,0,0,0,22853.0,39919.0,30572.0,43803.0,57569.0,93084.0,,0,0,0,0,0,0,0
2021,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",VILUPPURAM,UNIV CONSTITUENT COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,175.95,171.22,166.615,174.67,160.01,162.01,,0,0,0,0,0,0,0,39662.0,53290.0,66967.0,43186.0,85903.0,80422.0,,0,0,0,0,0,0,0
2021,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",VILUPPURAM,UNIV CONSTITUENT COLLEGES,IT,INFORMATION TECHNOLOGY,179.065,174.935,171.1,177.525,169.5,161.32,,0,0,0,0,0,0,0,31034.0,42515.0,53651.0,35072.0,58316.0,82482.0,,0,0,0,0,0,0,0
2021,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",VILUPPURAM,UNIV CONSTITUENT COLLEGES,ME,Mechanical Engineering,161.98,145.46,156.55,118.85,149.9,136.615,,0,0,0,0,0,0,0,80648.0,116653.0,94742.0,134241.0,109215.0,126556.0,,0,0,0,0,0,0,0
2021,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",VILUPPURAM,UNIV CONSTITUENT COLLEGES,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),86.0,,,,,,,1,0,0,0,0,0,0,136492.0,,,,,,,1,0,0,0,0,0,0
2021,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",VILUPPURAM,UNIV CONSTITUENT COLLEGES,CE,Civil Engineering,159.31,127.0,149.0,142.925,146.285,,,0,1,1,0,0,0,0,87816.0,131932.0,110742.0,120082.0,115331.0,,,0,1,1,0,0,0,0
2021,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",VILUPPURAM,UNIV CONSTITUENT COLLEGES,CS,Computer Science and Engineering,177.89,174.01,170.549999999999,177.495,167.0,149.845,,0,0,0,0,0,0,0,34196.0,45043.0,55184.0,35285.0,65946.0,109299.0,,0,0,0,0,0,0,0
2021,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",VILUPPURAM,UNIV CONSTITUENT COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,172.845,168.579999999999,158.3,164.0,160.635,,,0,0,0,0,0,0,0,48548.0,61047.0,90423.0,74798.0,84228.0,,,0,0,0,0,0,0,0
2021,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",VILUPPURAM,UNIV CONSTITUENT COLLEGES,IT,INFORMATION TECHNOLOGY,176.31,172.65,162.35,168.87,166.085,158.81,152.92,0,0,0,0,0,0,0,38587.0,49048.0,79536.0,60290.0,68596.0,89102.0,103150.0,0,0,0,0,0,0,0
2021,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",VILUPPURAM,UNIV CONSTITUENT COLLEGES,XC,CIVIL ENGINEERING (TAMIL MEDIUM),140.0,,,,,,,1,0,0,0,0,0,0,123368.0,,,,,,,1,0,0,0,0,0,0
2021,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",THIRUVANNAMALAI,UNIV CONSTITUENT COLLEGES,CS,Computer Science and Engineering,176.625,174.065,164.195,174.25,164.095,128.77,146.76,0,0,0,0,0,0,0,37682.0,44899.0,74151.0,44449.0,74408.0,131246.0,114592.0,0,0,0,0,0,0,0
2021,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",THIRUVANNAMALAI,UNIV CONSTITUENT COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,172.82,167.5,168.475,168.5,159.47,,,0,0,0,0,0,0,0,48604.0,64292.0,61480.0,61302.0,87473.0,,,0,0,0,0,0,0,0
2021,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",THIRUVANNAMALAI,UNIV CONSTITUENT COLLEGES,EE,Electrical and Electronics Engineering,166.185,159.045,139.615,161.215,153.25,,,0,0,0,0,0,0,0,68331.0,88409.0,123768.0,82697.0,102430.0,,,0,0,0,0,0,0,0
2021,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",THIRUVANNAMALAI,UNIV CONSTITUENT COLLEGES,ME,Mechanical Engineering,157.305,140.815,128.42,,141.53,,,0,0,1,0,0,0,0,92942.0,122544.0,131423.0,,121698.0,,,0,0,1,0,0,0,0
2021,1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",THIRUVANNAMALAI,UNIV CONSTITUENT COLLEGES,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),133.815,,,,,,,1,0,0,0,0,0,0,128625.0,,,,,,,1,0,0,0,0,0,0
2021,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",KANCHEEPURAM,UNIV CONSTITUENT COLLEGES,CS,Computer Science and Engineering,185.755,182.14,181.475,182.185,175.295,165.21,,0,0,0,0,0,0,0,15180.0,23219.0,24964.0,23117.0,41431.0,71231.0,,0,0,0,0,0,0,0
2021,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",KANCHEEPURAM,UNIV CONSTITUENT COLLEGES,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180.78,176.44,174.75,,169.535,155.359999999999,158.99,0,0,0,0,0,0,0,26632.0,38242.0,42978.0,,58202.0,97725.0,88675.0,0,0,0,0,0,0,0
2021,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",KANCHEEPURAM,UNIV CONSTITUENT COLLEGES,EE,Electrical and Electronics Engineering,173.844999999999,165.76,122.5,161.735,164.745,125.6,,0,0,0,0,0,1,0,45596.0,69604.0,133431.0,81301.0,72640.0,132454.0,,0,0,0,0,0,1,0
2021,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",KANCHEEPURAM,UNIV CONSTITUENT COLLEGES,ME,Mechanical Engineering,167.644999999999,159.54,137.5,160.0,159.87,,150.0,0,0,0,0,0,0,0,63899.0,87174.0,125799.0,86038.0,86413.0,,109010.0,0,0,0,0,0,0,0
2021,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",THIRUVALLUR,SELF FINANCING COLLEGES TIER 3,CE,Civil Engineering,124.1,,,,,,,1,0,0,0,0,0,0,132931.0,,,,,,,1,0,0,0,0,0,0
2021,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",THIRUVALLUR,SELF FINANCING COLLEGES TIER 3,CS,Computer Science and Engineering,171.605,161.0,170.24,161.12,138.89,,,0,0,0,0,0,0,0,51972.0,83207.0,56205.0,82881.0,124532.0,,,0,0,0,0,0,0,0
2021,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",THIRUVALLUR,SELF FINANCING COLLEGES TIER 3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,160.08,130.76,159.965,,,,,0,1,0,0,0,0,0,85740.0,130339.0,86200.0,,,,,0,1,0,0,0,0,0
2021,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",THIRUVALLUR,SELF FINANCING COLLEGES TIER 3,EE,Electrical and Electronics Engineering,134.815,128.0,134.275,,,,,0,1,0,0,0,0,0,127910.0,131568.0,128291.0,,,,,0,1,0,0,0,0,0
2021,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",THIRUVALLUR,SELF FINANCING COLLEGES TIER 3,IT,INFORMATION TECHNOLOGY,170.395,151.57,169.495,,117.5,,,0,0,0,0,0,0,0,55760.0,105841.0,58434.0,,134465.0,,,0,0,0,0,0,0,0
2021,1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",THIRUVALLUR,SELF FINANCING COLLEGES TIER 3,ME,Mechanical Engineering,147.6,144.42,146.01,,,,,0,1,0,0,0,0,0,113192.0,118111.0,115705.0,,,,,0,1,0,0,0,0,0
2021,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",THIRUVALLUR,SELF FINANCING COLLEGES TIER 3,AE,AERONAUTICAL ENGINEERING,115.33,,,,,,,1,0,0,0,0,0,0,134757.0,,,,,,,1,0,0,0,0,0,0
2021,1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",THIRUVALLUR,SELF FINANCING COLLEGES TIER 3,CE,Civil Engineering,156.315,,,,,,,1,0,0,0,0,0,0,95429.0,,,,,,,1,0,0,0,0,0,0
